tax_id	kingdom	phylum	class	order	family	genus	species	strain	kingdom_id	phylum_id	class_id	order_id	family_id	genus_id	species_id	ftp_path
34	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus	DZ2	3379134.0	2818505.0	32015.0	29.0	31.0	32.0	34	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/779/095/GCF_052779095.1_ASM5277909v1/GCF_052779095.1_ASM5277909v1_protein.faa.gz
34	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus	GH3.5.6c2	3379134.0	2818505.0	32015.0	29.0	31.0	32.0	34	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/400/955/GCF_006400955.1_ASM640095v1/GCF_006400955.1_ASM640095v1_protein.faa.gz
34	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus	GH5.1.9c20	3379134.0	2818505.0	32015.0	29.0	31.0	32.0	34	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/401/215/GCF_006401215.1_ASM640121v1/GCF_006401215.1_ASM640121v1_protein.faa.gz
34	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus	KF3.2.8c11	3379134.0	2818505.0	32015.0	29.0	31.0	32.0	34	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/401/635/GCF_006401635.1_ASM640163v1/GCF_006401635.1_ASM640163v1_protein.faa.gz
34	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus	KF4.3.9c1	3379134.0	2818505.0	32015.0	29.0	31.0	32.0	34	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/402/015/GCF_006402015.1_ASM640201v1/GCF_006402015.1_ASM640201v1_protein.faa.gz
34	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus	MC3.3.5c16	3379134.0	2818505.0	32015.0	29.0	31.0	32.0	34	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/402/415/GCF_006402415.1_ASM640241v1/GCF_006402415.1_ASM640241v1_protein.faa.gz
34	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus	MC3.5.9c15	3379134.0	2818505.0	32015.0	29.0	31.0	32.0	34	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/402/735/GCF_006402735.1_ASM640273v1/GCF_006402735.1_ASM640273v1_protein.faa.gz
34	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus	R31	3379134.0	2818505.0	32015.0	29.0	31.0	32.0	34	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/698/685/GCF_016698685.1_ASM1669868v1/GCF_016698685.1_ASM1669868v1_protein.faa.gz
35	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus macrosporus	DSM 14697	3379134.0	2818505.0	32015.0	29.0	31.0	83461.0	35	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/305/895/GCF_002305895.1_ASM230589v1/GCF_002305895.1_ASM230589v1_protein.faa.gz
35	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus macrosporus	HW-1	3379134.0	2818505.0	32015.0	29.0	31.0	83461.0	35	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/105/GCF_000219105.1_ASM21910v1/GCF_000219105.1_ASM21910v1_protein.faa.gz
43	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	Cystobacter	Cystobacter fuscus	Cbf 10	3379134.0	2818505.0	32015.0	29.0	39.0	42.0	43	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/360/685/GCF_044360685.1_ASM4436068v1/GCF_044360685.1_ASM4436068v1_protein.faa.gz
43	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	Cystobacter	Cystobacter fuscus	Cbf 8	3379134.0	2818505.0	32015.0	29.0	39.0	42.0	43	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/360/605/GCF_044360605.1_ASM4436060v1/GCF_044360605.1_ASM4436060v1_protein.faa.gz
43	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	Cystobacter	Cystobacter fuscus	DSM 52655	3379134.0	2818505.0	32015.0	29.0	39.0	42.0	43	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/305/875/GCF_002305875.1_ASM230587v1/GCF_002305875.1_ASM230587v1_protein.faa.gz
69	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	Lysobacter enzymogenes	B25	3379134.0	1224.0	1236.0	135614.0	32033.0	68.0	69	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/615/GCF_002024615.2_ASM202461v2/GCF_002024615.2_ASM202461v2_protein.faa.gz
69	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	Lysobacter enzymogenes	CX03	3379134.0	1224.0	1236.0	135614.0	32033.0	68.0	69	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/355/525/GCF_017355525.1_ASM1735552v1/GCF_017355525.1_ASM1735552v1_protein.faa.gz
69	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	Lysobacter enzymogenes	CX06	3379134.0	1224.0	1236.0	135614.0	32033.0	68.0	69	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/617/245/GCF_023617245.1_ASM2361724v1/GCF_023617245.1_ASM2361724v1_protein.faa.gz
69	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	Lysobacter enzymogenes	Lj46	3379134.0	1224.0	1236.0	135614.0	32033.0	68.0	69	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/508/045/GCF_043508045.1_ASM4350804v1/GCF_043508045.1_ASM4350804v1_protein.faa.gz
69	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	Lysobacter enzymogenes	M497-1	3379134.0	1224.0	1236.0	135614.0	32033.0	68.0	69	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/975/GCF_002355975.1_ASM235597v1/GCF_002355975.1_ASM235597v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	ATCC 35405	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/185/GCF_000008185.1_ASM818v1/GCF_000008185.1_ASM818v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	ATCC 700768	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/400/535/GCF_024400535.1_ASM2440053v1/GCF_024400535.1_ASM2440053v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	ATCC 700771	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/400/725/GCF_024400725.1_ASM2440072v1/GCF_024400725.1_ASM2440072v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	CD-1	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/445/GCF_024181445.1_ASM2418144v1/GCF_024181445.1_ASM2418144v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	H-22	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/227/505/GCF_050227505.1_ASM5022750v1/GCF_050227505.1_ASM5022750v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	KCOM 3500	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/905/525/GCF_025905525.1_ASM2590552v1/GCF_025905525.1_ASM2590552v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	NY 531	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/059/605/GCF_052059605.1_ASM5205960v1/GCF_052059605.1_ASM5205960v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	OKA3	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/625/GCF_024181625.1_ASM2418162v1/GCF_024181625.1_ASM2418162v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	OMZ 823	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/605/GCF_024181605.1_ASM2418160v1/GCF_024181605.1_ASM2418160v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	OMZ 849	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/435/245/GCF_052435245.1_ASM5243524v1/GCF_052435245.1_ASM5243524v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	OMZ 850	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/545/GCF_024181545.1_ASM2418154v1/GCF_024181545.1_ASM2418154v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	OMZ 852	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/485/GCF_024181485.1_ASM2418148v1/GCF_024181485.1_ASM2418148v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	OMZ 853	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/405/GCF_024181405.1_ASM2418140v1/GCF_024181405.1_ASM2418140v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	OMZ 854	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/645/GCF_024181645.1_ASM2418164v1/GCF_024181645.1_ASM2418164v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	OMZ 898	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/505/GCF_024181505.1_ASM2418150v1/GCF_024181505.1_ASM2418150v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	OMZ 905	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/565/GCF_024181565.1_ASM2418156v1/GCF_024181565.1_ASM2418156v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	OMZ 910	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/465/GCF_024181465.1_ASM2418146v1/GCF_024181465.1_ASM2418146v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	OT2B	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/181/425/GCF_024181425.1_ASM2418142v1/GCF_024181425.1_ASM2418142v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	SP23	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/226/915/GCF_050226915.1_ASM5022691v1/GCF_050226915.1_ASM5022691v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	SP43	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/226/545/GCF_050226545.1_ASM5022654v1/GCF_050226545.1_ASM5022654v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	Spiro-Strain-8	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/227/025/GCF_050227025.1_ASM5022702v1/GCF_050227025.1_ASM5022702v1_protein.faa.gz
158	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	US-Trep	3379134.0	203691.0	203692.0	136.0	2845253.0	157.0	158	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/227/435/GCF_050227435.1_ASM5022743v1/GCF_050227435.1_ASM5022743v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	1489	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/858/865/GCF_014858865.1_ASM1485886v1/GCF_014858865.1_ASM1485886v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	1548	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/858/935/GCF_014858935.1_ASM1485893v1/GCF_014858935.1_ASM1485893v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	22	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/931/075/GCF_030931075.1_ASM3093107v1/GCF_030931075.1_ASM3093107v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	23	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/126/025/GCF_040126025.1_Leptospira_interrogans_3-1_3-2/GCF_040126025.1_Leptospira_interrogans_3-1_3-2_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	56601	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/565/GCF_000092565.1_ASM9256v1/GCF_000092565.1_ASM9256v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	56609	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/941/035/GCF_000941035.1_ASM94103v1/GCF_000941035.1_ASM94103v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	611	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/465/GCF_008831465.1_ASM883146v1/GCF_008831465.1_ASM883146v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	782	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/858/915/GCF_014858915.1_ASM1485891v1/GCF_014858915.1_ASM1485891v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	898	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/858/815/GCF_014858815.1_ASM1485881v1/GCF_014858815.1_ASM1485881v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	Ballico	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/529/585/GCF_046529585.1_Ballico/GCF_046529585.1_Ballico_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	CUDO5	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/370/085/GCF_002370085.3_ASM237008v3/GCF_002370085.3_ASM237008v3_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	D64	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/287/845/GCF_010287845.2_ASM1028784v2/GCF_010287845.2_ASM1028784v2_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	Djasiman	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/848/905/GCF_046848905.1_Djasiman/GCF_046848905.1_Djasiman_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FDAARGOS_203	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/495/GCF_002073495.2_ASM207349v2/GCF_002073495.2_ASM207349v2_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FMAS_AP1	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/453/705/GCF_022453705.1_ASM2245370v1/GCF_022453705.1_ASM2245370v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FMAS_AP5	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/343/805/GCF_022343805.1_ASM2234380v1/GCF_022343805.1_ASM2234380v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FMAS_AP6	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/343/785/GCF_022343785.1_ASM2234378v1/GCF_022343785.1_ASM2234378v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FMAS_AP7	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/343/765/GCF_022343765.1_ASM2234376v1/GCF_022343765.1_ASM2234376v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FMAS_AW1	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/625/GCF_005222625.1_ASM522262v1/GCF_005222625.1_ASM522262v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FMAS_AW2	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/488/445/GCF_022488445.1_ASM2248844v1/GCF_022488445.1_ASM2248844v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FMAS_AW3	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/453/725/GCF_022453725.1_ASM2245372v1/GCF_022453725.1_ASM2245372v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FMAS_KG1	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/453/745/GCF_022453745.1_ASM2245374v1/GCF_022453745.1_ASM2245374v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FMAS_KG2	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/559/725/GCF_022559725.1_ASM2255972v1/GCF_022559725.1_ASM2255972v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FMAS_KW1	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/565/GCF_005222565.1_ASM522256v1/GCF_005222565.1_ASM522256v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FMAS_KW2	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/585/GCF_005222585.1_ASM522258v1/GCF_005222585.1_ASM522258v1_protein.faa.gz
173	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	FMAS_PD1	3379134.0	203691.0	203692.0	1643688.0	170.0	171.0	173	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/488/465/GCF_022488465.1_ASM2248846v1/GCF_022488465.1_ASM2248846v1_protein.faa.gz
