	gene	GCF_000007885.1_ASM788v1	GCF_000009065.1_ASM906v1	GCF_000013805.1_ASM1380v1	GCF_000013825.1_ASM1382v1	GCF_000016445.1_ASM1644v1	GCF_000018805.1_ASM1880v1	GCF_000022805.1_ASM2280v1	GCF_000022845.1_ASM2284v1	GCF_000168235.2_ASM16823v2	GCF_000009345.1_ASM934v1	GCF_000016945.1_ASM1694v1	GCF_000047365.1_ASM4736v1	GCF_000167975.1_ASM16797v1	GCF_000167995.1_ASM16799v1	GCF_000168015.1_ASM16801v1	GCF_000168035.1_ASM16803v1	GCF_000173715.1_ASM17371v1	GCF_000173735.1_ASM17373v1	GCF_000173755.1_ASM17375v1	present
30	WP_002208505.1	1.0	1.0	1.0	1.0	0.9882121807465619	0.07858546168958742	1.0	1.0	1.0	0.11394891944990176	1.0	1.0	0.0962671905697446	0.09037328094302555	0.42829076620825146	0.0962671905697446	0.09233791748526522	0.10609037328094302	0.08447937131630648	11
31	WP_002208507.1	0.9876543209876543	1.0	1.0	1.0	0.9876543209876543	0.9876543209876543	1.0	1.0	1.0	0.05432098765432099	0.07160493827160494	0.05925925925925926	0.04691358024691358	0.03950617283950617	0.056790123456790124	0.05185185185185185	0.05185185185185185	0.04691358024691358	0.04197530864197531	9
32	WP_002208508.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.662020905923345	1.0	0.9895470383275261	0.7247386759581882	0.7073170731707317	0.6445993031358885	0.6829268292682927	0.6376306620209059	0.6689895470383276	0.5644599303135889	19
33	WP_002208509.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8491620111731844	0.9832402234636871	0.9832402234636871	0.835195530726257	0.8687150837988827	0.8798882681564246	0.8296089385474861	0.8463687150837989	0.18994413407821228	0.7458100558659218	18
34	WP_002208510.1	0.986013986013986	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8986013986013986	1.0	0.993006993006993	0.8776223776223776	0.9020979020979021	0.8356643356643356	0.8811188811188811	0.8986013986013986	0.8426573426573427	0.7762237762237763	19
35	WP_002208511.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9117647058823529	1.0	1.0	0.8823529411764706	0.9191176470588235	0.9007352941176471	0.9080882352941176	0.8823529411764706	0.8860294117647058	0.7904411764705882	19
36	WP_002208512.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6970588235294117	0.9823529411764705	1.0	0.7	0.7088235294117647	0.7411764705882353	0.7470588235294118	0.7264705882352941	0.7058823529411765	0.6294117647058823	19
37	WP_002208513.1	0.9881188118811881	1.0	1.0	1.0	0.9762376237623762	0.9881188118811881	1.0	1.0	1.0	0.8158415841584158	0.9881188118811881	0.9881188118811881	0.0891089108910891	0.7980198019801981	0.7742574257425743	0.0891089108910891	0.7960396039603961	0.05742574257425743	0.7049504950495049	16
38	WP_002208514.1	1.0	1.0	1.0	1.0	1.0	1.0	0.11498257839721254	1.0	1.0	0.8432055749128919	0.9790940766550522	0.9790940766550522	0.8222996515679443	0.8222996515679443	0.8397212543554007	0.11149825783972125	0.8083623693379791	0.08710801393728224	0.6550522648083623	16
39	WP_002208515.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5695364238410596	0.9668874172185431	0.9668874172185431	0.543046357615894	0.5562913907284768	0.4370860927152318	0.0728476821192053	0.5960264900662252	0.06622516556291391	0.23178807947019867	17
40	WP_002208516.1	1.0	1.0	1.0	1.0	0.9789473684210527	1.0	1.0	1.0	1.0	0.49473684210526314	1.0	1.0	0.5473684210526316	0.5894736842105263	0.5614035087719298	0.10877192982456141	0.543859649122807	0.07017543859649122	0.2912280701754386	17
41	WP_002208519.1	1.0	1.0	1.0	1.0	1.0	0.9795918367346939	1.0	1.0	1.0	0.6564625850340136	0.9659863945578231	0.9795918367346939	0.6530612244897959	0.6428571428571429	0.5918367346938775	0.6020408163265306	0.6054421768707483	0.5714285714285714	0.47278911564625853	19
42	WP_002208521.1	1.0	1.0	1.0	1.0	0.10606060606060606	1.0	1.0	1.0	1.0	0.35353535353535354	1.0	1.0	0.3686868686868687	0.3939393939393939	0.46464646464646464	0.3434343434343434	0.3838383838383838	0.3787878787878788	0.1919191919191919	17
43	WP_002208522.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5151515151515151	0.9545454545454546	1.0	0.48484848484848486	0.49242424242424243	0.3484848484848485	0.4393939393939394	0.44696969696969696	0.4015151515151515	0.26515151515151514	19
44	WP_002208523.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.05172413793103448	0.9350132625994695	0.9562334217506632	0.046419098143236075	0.050397877984084884	0.30238726790450926	0.04774535809018567	0.27055702917771884	0.054376657824933686	0.04376657824933687	13
45	WP_002208524.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03759398496240601	0.9699248120300752	0.9699248120300752	0.03759398496240601	0.05263157894736842	0.045112781954887216	0.07518796992481203	0.05263157894736842	0.045112781954887216	0.07518796992481203	11
46	WP_002208525.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8455882352941176	1.0	1.0	0.8455882352941176	0.7573529411764706	0.7794117647058824	0.7573529411764706	0.8014705882352942	0.6838235294117647	0.29411764705882354	19
47	WP_002208526.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5625	0.9802631578947368	1.0	0.5723684210526315	0.569078947368421	0.6052631578947368	0.5986842105263158	0.6151315789473685	0.6217105263157895	0.4605263157894737	19
48	WP_002208527.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9183673469387755	1.0	1.0	0.8435374149659864	0.8299319727891157	0.8027210884353742	0.9251700680272109	0.8843537414965986	0.8775510204081632	0.7551020408163265	19
49	WP_002208529.1	1.0	1.0	1.0	0.5854922279792746	1.0	1.0	1.0	1.0	1.0	0.5129533678756477	1.0	1.0	0.45595854922279794	0.41968911917098445	0.5233160621761658	0.5492227979274611	0.48186528497409326	0.43005181347150256	0.23834196891191708	19
50	WP_002208531.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.6307692307692307	0.6564102564102564	0.6974358974358974	0.6923076923076923	0.676923076923077	0.6512820512820513	0.6	19
51	WP_002208535.1	1.0	1.0	1.0	1.0	0.9397590361445783	1.0	1.0	1.0	1.0	0.5180722891566265	1.0	1.0	0.6265060240963856	0.5662650602409639	0.6024096385542169	0.6626506024096386	0.5060240963855421	0.5662650602409639	0.42168674698795183	19
52	WP_002208536.1	0.9629629629629629	1.0	1.0	1.0	0.9629629629629629	0.9629629629629629	1.0	1.0	1.0	0.49382716049382713	0.9629629629629629	0.9629629629629629	0.5432098765432098	0.5987654320987654	0.46296296296296297	0.4074074074074074	0.5308641975308642	0.4691358024691358	0.2962962962962963	19
53	WP_002208537.1	1.0	1.0	1.0	1.0	0.9705882352941176	1.0	1.0	1.0	1.0	0.6323529411764706	0.9705882352941176	1.0	0.5833333333333334	0.5931372549019608	0.5441176470588235	0.5686274509803921	0.6372549019607843	0.6029411764705882	0.4950980392156863	19
54	WP_002208538.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.45977011494252873	1.0	1.0	0.5057471264367817	0.5862068965517241	0.5057471264367817	0.5747126436781609	0.4482758620689655	0.4827586206896552	0.42528735632183906	19
55	WP_002208539.1	1.0	1.0	1.0	1.0	0.9942196531791907	1.0	1.0	1.0	1.0	0.7543352601156069	0.9942196531791907	0.9942196531791907	0.733140655105973	0.74373795761079	0.7630057803468208	0.7552986512524085	0.2745664739884393	0.7138728323699421	0.6868978805394991	19
56	WP_002208540.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.047619047619047616	1.0	1.0	0.031746031746031744	0.031746031746031744	0.042328042328042326	0.0582010582010582	0.042328042328042326	0.031746031746031744	0.015873015873015872	11
57	WP_002208541.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.1638418079096045	1.0	1.0	0.12429378531073447	0.13559322033898305	0.14124293785310735	0.1694915254237288	0.14124293785310735	0.1751412429378531	0.11864406779661017	11
58	WP_002208542.1	0.054404145077720206	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.04922279792746114	1.0	0.9844559585492227	0.04404145077720207	0.054404145077720206	0.046632124352331605	0.03626943005181347	0.038860103626943004	0.03367875647668394	0.05181347150259067	10
59	WP_002208544.1	1.0	1.0	1.0	1.0	1.0	0.9829059829059829	1.0	1.0	1.0	0.1908831908831909	1.0	0.9829059829059829	0.6153846153846154	0.6324786324786325	0.1794871794871795	0.19943019943019943	0.5868945868945868	0.1737891737891738	0.1908831908831909	14
60	WP_002208545.1	0.10616438356164383	1.0	1.0	1.0	0.9897260273972602	0.9897260273972602	1.0	1.0	1.0	0.1232876712328767	0.9897260273972602	0.9897260273972602	0.7705479452054794	0.7928082191780822	0.10273972602739725	0.09931506849315068	0.7465753424657534	0.08732876712328767	0.0958904109589041	13
61	WP_002208546.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.09243697478991597	0.9915966386554622	0.9915966386554622	0.5294117647058824	0.5770308123249299	0.09243697478991597	0.0896358543417367	0.5098039215686274	0.0700280112044818	0.10084033613445378	14
62	WP_002208547.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4342105263157895	1.0	1.0	0.3355263157894737	0.3684210526315789	0.45394736842105265	0.4473684210526316	0.4605263157894737	0.35526315789473684	0.2236842105263158	19
63	WP_002208548.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4251968503937008	1.0	1.0	0.3937007874015748	0.47244094488188976	0.41732283464566927	0.4566929133858268	0.5039370078740157	0.48031496062992124	0.25984251968503935	19
64	WP_002208549.1	1.0	1.0	1.0	1.0	1.0	1.0	0.06756756756756757	1.0	1.0	0.6783783783783783	0.9837837837837838	1.0	0.6864864864864865	0.7162162162162162	0.6945945945945946	0.6837837837837838	0.6918918918918919	0.6405405405405405	0.5162162162162162	18
65	WP_002208550.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.43636363636363634	1.0	1.0	0.5318181818181819	0.45	0.45	0.4863636363636364	0.38181818181818183	0.44545454545454544	0.36363636363636365	19
66	WP_002208551.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4406779661016949	1.0	1.0	0.4067796610169492	0.4067796610169492	0.5254237288135594	0.5932203389830508	0.4067796610169492	0.4067796610169492	0.4576271186440678	19
67	WP_002208552.1	0.9913544668587896	1.0	1.0	1.0	0.962536023054755	0.962536023054755	0.0792507204610951	1.0	1.0	0.3126801152737752	0.08213256484149856	0.9221902017291066	0.31556195965417866	0.34438040345821325	0.34293948126801155	0.329971181556196	0.3573487031700288	0.3270893371757925	0.1829971181556196	16
68	WP_002208553.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6827586206896552	1.0	1.0	0.7241379310344828	0.7310344827586207	0.6896551724137931	0.7724137931034483	0.7103448275862069	0.8137931034482758	0.6620689655172414	19
69	WP_002208554.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.568904593639576	0.9717314487632509	0.9929328621908127	0.6219081272084805	0.6254416961130742	0.5477031802120141	0.5724381625441696	0.5759717314487632	0.6007067137809188	0.05653710247349823	18
70	WP_002208555.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9310344827586207	1.0	1.0	0.9137931034482759	0.9224137931034483	0.9051724137931034	0.9310344827586207	0.9482758620689655	0.9396551724137931	0.771551724137931	19
71	WP_002208557.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5043227665706052	0.9827089337175793	0.9827089337175793	0.515850144092219	0.5850144092219021	0.5100864553314121	0.5561959654178674	0.5590778097982709	0.5360230547550432	0.3804034582132565	19
72	WP_002208561.1	1.0	1.0	1.0	1.0	1.0	0.9734513274336283	1.0	1.0	1.0	0.06637168141592921	0.09734513274336283	0.9690265486725663	0.05752212389380531	0.05309734513274336	0.061946902654867256	0.06637168141592921	0.05309734513274336	0.06637168141592921	0.048672566371681415	10
73	WP_002208563.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7392550143266475	1.0	1.0	0.6876790830945558	0.6876790830945558	0.6876790830945558	0.6991404011461319	0.7220630372492837	0.7277936962750716	0.6189111747851003	19
74	WP_002208565.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5929203539823009	1.0	1.0	0.5132743362831859	0.6017699115044248	0.5575221238938053	0.584070796460177	0.584070796460177	0.4778761061946903	0.5132743362831859	19
75	WP_002208567.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8553459119496856	1.0	1.0	0.7987421383647799	0.7924528301886793	0.8176100628930818	0.8364779874213837	0.9182389937106918	0.8616352201257862	0.7610062893081762	19
76	WP_002208568.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5148936170212766	0.9744680851063829	1.0	0.5319148936170213	0.5361702127659574	0.5446808510638298	0.6085106382978723	0.5319148936170213	0.5702127659574469	0.33617021276595743	19
77	WP_002208569.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7692307692307693	1.0	1.0	0.7337278106508875	0.8165680473372781	0.7633136094674556	0.650887573964497	0.7514792899408284	0.7455621301775148	0.6923076923076923	19
78	WP_002208570.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7507163323782235	1.0	1.0	0.66189111747851	0.6991404011461319	0.673352435530086	0.6962750716332379	0.7020057306590258	0.7106017191977078	0.5071633237822349	19
79	WP_002208571.1	1.0	1.0	1.0	1.0	1.0	1.0	0.12064676616915423	1.0	1.0	0.6567164179104478	0.9589552238805971	0.9614427860696517	0.6417910447761194	0.6355721393034826	0.6305970149253731	0.6654228855721394	0.6243781094527363	0.6430348258706468	0.47761194029850745	18
80	WP_002208572.1	1.0	1.0	1.0	1.0	1.0	0.9775784753363229	1.0	1.0	1.0	0.6681614349775785	0.9730941704035875	0.9730941704035875	0.6547085201793722	0.672645739910314	0.7130044843049327	0.726457399103139	0.6502242152466368	0.6905829596412556	0.6412556053811659	19
81	WP_002208573.1	1.0	1.0	1.0	1.0	1.0	0.9902912621359223	1.0	1.0	1.0	0.6990291262135923	1.0	1.0	0.7087378640776699	0.6359223300970874	0.7135922330097088	0.6650485436893204	0.6650485436893204	0.7038834951456311	0.4854368932038835	19
82	WP_002208574.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7035573122529645	1.0	1.0	0.7351778656126482	0.7470355731225297	0.6956521739130435	0.8102766798418972	0.7391304347826086	0.7035573122529645	0.5810276679841897	19
83	WP_002208575.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.704225352112676	1.0	0.9894366197183099	0.676056338028169	0.7112676056338029	0.6971830985915493	0.6514084507042254	0.647887323943662	0.6795774647887324	0.5035211267605634	19
84	WP_002208576.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8996655518394648	1.0	1.0	0.802675585284281	0.8060200668896321	0.8862876254180602	0.8060200668896321	0.7959866220735786	0.7993311036789298	0.8361204013377926	19
85	WP_002208577.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6597222222222222	1.0	1.0	0.6666666666666666	0.5277777777777778	0.6180555555555556	0.5833333333333334	0.5763888888888888	0.5069444444444444	0.2986111111111111	19
86	WP_002208578.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.582089552238806	0.8880597014925373	1.0	0.664179104477612	0.7313432835820896	0.7014925373134329	0.6343283582089553	0.5895522388059702	0.5298507462686567	0.4626865671641791	19
87	WP_002208580.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4166666666666667	0.8295454545454546	1.0	0.4090909090909091	0.3939393939393939	0.4583333333333333	0.42803030303030304	0.375	0.3712121212121212	0.23106060606060605	19
88	WP_002208581.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7012987012987013	0.8961038961038961	0.961038961038961	0.6688311688311688	0.6688311688311688	0.6428571428571429	0.6948051948051948	0.6818181818181818	0.5909090909090909	0.5064935064935064	19
89	WP_002208583.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0945945945945946	1.0	1.0	0.0945945945945946	0.08108108108108109	0.12162162162162163	0.08108108108108109	0.08108108108108109	0.06756756756756757	0.05405405405405406	11
90	WP_002208584.1	1.0	1.0	1.0	1.0	0.12531328320802004	1.0	1.0	1.0	1.0	0.7243107769423559	0.9724310776942355	0.9849624060150376	0.7593984962406015	0.7568922305764411	0.7568922305764411	0.7443609022556391	0.6942355889724311	0.731829573934837	0.11779448621553884	17
91	WP_002208585.1	1.0	1.0	1.0	1.0	1.0	0.992831541218638	1.0	1.0	1.0	0.8064516129032258	0.992831541218638	1.0	0.7974910394265233	0.8172043010752689	0.8010752688172043	0.8082437275985663	0.8028673835125448	0.7974910394265233	0.6774193548387096	19
92	WP_002208586.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7156177156177156	1.0	1.0	0.7762237762237763	0.7832167832167832	0.7622377622377622	0.7365967365967366	0.7319347319347319	0.7575757575757576	0.03263403263403263	18
93	WP_002208588.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.48008849557522126	0.9867256637168141	0.9867256637168141	0.35398230088495575	0.5575221238938053	0.3230088495575221	0.06858407079646017	0.20353982300884957	0.05752212389380531	0.05752212389380531	16
94	WP_002208589.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.07851239669421488	0.9752066115702479	1.0	0.06198347107438017	0.38016528925619836	0.049586776859504134	0.05371900826446281	0.08264462809917356	0.05785123966942149	0.028925619834710745	12
95	WP_002208590.1	0.07127429805615551	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.34557235421166305	0.9978401727861771	1.0	0.15982721382289417	0.591792656587473	0.17494600431965443	0.07991360691144708	0.07775377969762419	0.06263498920086392	0.0734341252699784	12
96	WP_002208591.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0572289156626506	0.9819277108433735	0.9819277108433735	0.03313253012048193	0.05120481927710843	0.05120481927710843	0.05421686746987952	0.04216867469879518	0.0391566265060241	0.05421686746987952	11
97	WP_002208592.1	1.0	1.0	0.984	1.0	1.0	1.0	1.0	1.0	1.0	0.04533333333333334	1.0	1.0	0.04533333333333334	0.04533333333333334	0.056	0.056	0.050666666666666665	0.056	0.04533333333333334	11
98	WP_002208593.1	0.083710407239819	1.0	1.0	1.0	0.9864253393665159	0.083710407239819	1.0	1.0	1.0	0.07918552036199095	0.6832579185520362	0.6855203619909502	0.08144796380090498	0.0746606334841629	0.08823529411764706	0.07918552036199095	0.07692307692307693	0.06787330316742081	0.06787330316742081	9
